REV,attacker_blocks,total_blocks,fork_rate,orphan_blocks,delay_usage_freq,delay_cost,mean_reward,epsilon,mode,alpha,delay_intensity,target_fraction
0.0,0,600,0.0,567,0.9183333333333333,267631.0455479987,-0.4935668297661536,0.05,C,0.05,500,0.0
0.0,0,600,0.0,571,0.9083333333333333,269802.22956559213,-0.48931801914908485,0.05,C,0.05,500,0.0
0.006666666666666667,4,600,0.0,571,0.6766666666666666,349200.3081262066,-0.4921522318006363,0.05,C,0.05,500,0.0
0.0,0,600,0.0,564,0.09833333333333333,243501.0967867277,-0.73019969514249,0.05,no_targeting,0.05,500,0.0
0.0033333333333333335,2,600,0.0,570,0.16333333333333333,409348.7446148393,-0.7215711830640475,0.05,no_targeting,0.05,500,0.0
0.011666666666666667,7,600,0.0,567,0.27,558194.6460226949,-0.7373669309707547,0.05,no_targeting,0.05,500,0.0
0.02666666666666667,16,600,0.0,569,0.1,386459.68497752305,-0.7265390874145142,0.05,no_targeting,0.05,500,0.0
0.02,12,600,0.0,572,0.10333333333333333,273494.70701452345,-0.7027661713332084,0.05,no_targeting,0.05,500,0.0
0.03333333333333333,20,600,0.0,565,0.08666666666666667,254396.7488565521,-0.6794015339589974,0.05,no_targeting,0.05,500,0.0
0.006666666666666667,4,600,0.0,568,0.08,374745.967029394,-0.6731909835872192,0.05,no_targeting,0.05,500,0.0
0.0,0,600,0.0,568,0.09333333333333334,258756.28558488746,-0.6557786601947772,0.05,no_targeting,0.05,500,0.0
0.0,0,600,0.0,570,0.07833333333333334,277887.15601801383,-0.6426825778321446,0.05,no_targeting,0.05,500,0.0
0.016666666666666666,10,600,0.0,565,0.10833333333333334,352326.6448774517,-0.6369156424782708,0.05,no_targeting,0.05,500,0.0
0.008333333333333333,5,600,0.0,570,0.0,229794.7821091547,0.0,0.0,no_rl,0.05,500,0.0
0.03166666666666667,19,600,0.0,565,0.0,260404.48322587315,0.0,0.0,no_rl,0.05,500,0.0
0.0,0,600,0.0,567,0.0,233601.38936472408,0.0,0.0,no_rl,0.05,500,0.0
0.011666666666666667,7,600,0.0,565,0.0,308077.01402854617,0.0,0.0,no_rl,0.05,500,0.0
0.0,0,600,0.0,567,0.0,201198.29138444207,0.0,0.0,no_rl,0.05,500,0.0
0.04833333333333333,29,600,0.0,570,0.0,246979.1725421693,0.0,0.0,no_rl,0.05,500,0.0
0.03166666666666667,19,600,0.0,568,0.0,248782.30135284332,0.0,0.0,no_rl,0.05,500,0.0
0.041666666666666664,25,600,0.0,561,0.0,198197.44344796284,0.0,0.0,no_rl,0.05,500,0.0
0.0,0,600,0.0,567,0.0,287737.0698780391,0.0,0.0,no_rl,0.05,500,0.0
0.065,39,600,0.0,560,0.0,228759.46526895277,0.0,0.0,no_rl,0.05,500,0.0
0.0,0,600,0.0,566,0.07666666666666666,346543.2207553015,0.024074074074074074,0.05,no_cost,0.05,500,0.0
0.06333333333333334,38,600,0.0,555,0.09833333333333333,328933.18498761224,0.028,0.05,no_cost,0.05,500,0.0
0.035,21,600,0.0,567,0.08,263882.461614619,0.029545454545454545,0.05,no_cost,0.05,500,0.0
0.0,0,600,0.0,568,0.05333333333333334,209041.89596393405,0.028055555555555556,0.05,no_cost,0.05,500,0.0
0.0,0,600,0.0,566,0.058333333333333334,261683.85754383163,0.02782051282051282,0.05,no_cost,0.05,500,0.0
0.035,21,600,0.0,564,0.075,290566.81123509875,0.029166666666666667,0.05,no_cost,0.05,500,0.0
0.058333333333333334,35,600,0.0,564,0.08333333333333333,248472.81131462738,0.03111111111111111,0.05,no_cost,0.05,500,0.0
0.04,24,600,0.0,569,0.075,305666.07728052075,0.0321875,0.05,no_cost,0.05,500,0.0
0.05333333333333334,32,600,0.0,567,0.07666666666666666,307669.06324794603,0.03343137254901961,0.05,no_cost,0.05,500,0.0
0.0,0,600,0.0,568,0.07,249825.0764220531,0.034074074074074076,0.05,no_cost,0.05,500,0.0
0.02,12,600,0.0,478,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.0,0,600,0.0,480,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.021666666666666667,13,600,0.0,447,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.016666666666666666,10,600,0.0,468,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.005,3,600,0.0,510,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.0033333333333333335,2,600,0.0,469,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.005,3,600,0.0,468,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.0,0,600,0.0,480,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.035,21,600,0.0,454,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.018333333333333333,11,600,0.0,476,0.0,0.0,0.0,0.0,A,0.05,500,0.5
0.023333333333333334,14,600,0.0,569,0.0,206393.85743369936,0.0,0.0,B,0.05,500,0.5
0.016666666666666666,10,600,0.0,564,0.0,231663.00470897328,0.0,0.0,B,0.05,500,0.5
0.056666666666666664,34,600,0.0,565,0.0,262414.0632256877,0.0,0.0,B,0.05,500,0.5
0.0033333333333333335,2,600,0.0,565,0.0,240549.15294031735,0.0,0.0,B,0.05,500,0.5
0.0033333333333333335,2,600,0.0,564,0.0,225980.2137260421,0.0,0.0,B,0.05,500,0.5
0.0,0,600,0.0,568,0.0,278123.79896234354,0.0,0.0,B,0.05,500,0.5
0.02,12,600,0.0,566,0.0,189139.45218109334,0.0,0.0,B,0.05,500,0.5
0.01,6,600,0.0,562,0.0,230273.93720719762,0.0,0.0,B,0.05,500,0.5
0.055,33,600,0.0,566,0.0,243863.40127849186,0.0,0.0,B,0.05,500,0.5
0.02666666666666667,16,600,0.0,559,0.0,247925.62274393902,0.0,0.0,B,0.05,500,0.5
0.0,0,600,0.0,566,0.11,271883.2132667465,-0.5368721073975838,0.05,C,0.05,500,0.5
0.0,0,600,0.0,569,0.37333333333333335,442179.12084531214,-0.5532147501320441,0.05,C,0.05,500,0.5
0.005,3,600,0.0,567,0.22833333333333333,407527.8605354448,-0.5619418729284409,0.05,C,0.05,500,0.5
0.0,0,600,0.0,571,0.2916666666666667,495289.1315785692,-0.5816813184592055,0.05,C,0.05,500,0.5
0.0,0,600,0.0,571,0.13,304534.3932642179,-0.5732871648936536,0.05,C,0.05,500,0.5
0.015,9,600,0.0,566,0.11166666666666666,340641.02621586627,-0.5706286800459957,0.05,C,0.05,500,0.5
0.0,0,600,0.0,563,0.16666666666666666,339861.203504813,-0.5681269017656863,0.05,C,0.05,500,0.5
