metric,mean,std,mode,alpha,delay_intensity,target_fraction,runs,run_mode,training_mean_reward,training_reward_history
attacker_blocks,207.6,8.422192905255336,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
total_blocks,600.0,0.0,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
fork_rate,0.0,0.0,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
orphan_blocks,391.4,8.422192905255336,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
delay_usage_freq,0.03333333333333334,0.006431020501550124,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
delay_cost,173078.17187860378,19721.263820359374,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
mean_reward,0.3430293566047243,0.001256172880707535,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
epsilon,0.05,0.0,no_cost,0.35,500,0.0,10,no_cost,0.34515897817460317,"[0.355, 0.3458333333333333, 0.3438888888888889, 0.34833333333333333, 0.344, 0.34055555555555556, 0.34095238095238095, 0.34270833333333334]"
REV,0.3461666666666667,0.017586646168522017,A,0.35,500,0.5,10,A,,
attacker_blocks,207.7,10.55198770111321,A,0.35,500,0.5,10,A,,
total_blocks,600.0,0.0,A,0.35,500,0.5,10,A,,
fork_rate,0.0,0.0,A,0.35,500,0.5,10,A,,
orphan_blocks,341.9,20.2947721785138,A,0.35,500,0.5,10,A,,
delay_usage_freq,0.0,0.0,A,0.35,500,0.5,10,A,,
delay_cost,0.0,0.0,A,0.35,500,0.5,10,A,,
mean_reward,0.0,0.0,A,0.35,500,0.5,10,A,,
epsilon,0.0,0.0,A,0.35,500,0.5,10,A,,
REV,0.3563333333333333,0.015271210709803274,B,0.35,500,0.5,10,B,,
attacker_blocks,213.8,9.162726425881958,B,0.35,500,0.5,10,B,,
total_blocks,600.0,0.0,B,0.35,500,0.5,10,B,,
fork_rate,0.0,0.0,B,0.35,500,0.5,10,B,,
orphan_blocks,385.2,9.162726425881958,B,0.35,500,0.5,10,B,,
delay_usage_freq,0.0,0.0,B,0.35,500,0.5,10,B,,
delay_cost,177951.08751361602,26345.572378836925,B,0.35,500,0.5,10,B,,
mean_reward,0.0,0.0,B,0.35,500,0.5,10,B,,
epsilon,0.0,0.0,B,0.35,500,0.5,10,B,,
REV,0.16016666666666665,0.018599913712796005,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
attacker_blocks,96.1,11.159948227677601,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
total_blocks,600.0,0.0,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
fork_rate,0.0,0.0,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
orphan_blocks,502.9,11.159948227677601,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
delay_usage_freq,0.26766666666666666,0.18800807705265493,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
delay_cost,286867.3234812231,111408.0308166904,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
mean_reward,-0.4103176669581359,0.06752820383287221,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
epsilon,0.05,0.0,C,0.35,500,0.5,10,C,-0.4679540883403947,"[-0.43249520695728316, -0.44167781818781116, -0.4502058306231067, -0.46552350744295706, -0.47953434886706064, -0.48821514815249023, -0.4877590398666821, -0.49822180662576643]"
REV,0.14266666666666666,0.023096683530833096,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
attacker_blocks,85.6,13.858010118499859,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
total_blocks,600.0,0.0,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
fork_rate,0.0,0.0,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
orphan_blocks,513.4,13.858010118499859,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
delay_usage_freq,0.2876666666666667,0.0656223764907695,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
delay_cost,342685.5398775698,49936.89072473268,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
mean_reward,-0.5227712676533672,0.06329583315059459,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
epsilon,0.05,0.0,no_targeting,0.35,500,0.5,10,no_targeting,-0.7891382488740876,"[-0.9552609251956987, -0.9067909207680922, -0.8380359374311473, -0.7942637769842267, -0.7242123017254588, -0.7138510868556638, -0.6992968295058942, -0.6813942125265186]"
REV,0.29166666666666663,0.012196943555611189,no_rl,0.35,500,0.5,10,no_rl,,
attacker_blocks,175.0,7.3181661333667165,no_rl,0.35,500,0.5,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.35,500,0.5,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.35,500,0.5,10,no_rl,,
orphan_blocks,424.0,7.3181661333667165,no_rl,0.35,500,0.5,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.35,500,0.5,10,no_rl,,
delay_cost,160381.78913254652,24752.247342566276,no_rl,0.35,500,0.5,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.35,500,0.5,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.35,500,0.5,10,no_rl,,
REV,0.3373333333333333,0.015815291865473848,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
attacker_blocks,202.4,9.489175119284312,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
total_blocks,600.0,0.0,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
fork_rate,0.0,0.0,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
orphan_blocks,396.6,9.489175119284312,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
delay_usage_freq,0.363,0.015230735656624575,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
delay_cost,361906.6232455935,45276.51101813924,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
mean_reward,0.3401513104542516,0.000950189499867906,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
epsilon,0.05,0.0,no_cost,0.35,500,0.5,10,no_cost,0.33777703373015877,"[0.335, 0.335, 0.34555555555555556, 0.33958333333333335, 0.338, 0.335, 0.33595238095238095, 0.338125]"
REV,0.35916666666666663,0.02133289930114031,A,0.35,1000,0.0,10,A,,
attacker_blocks,215.5,12.799739580684184,A,0.35,1000,0.0,10,A,,
total_blocks,600.0,0.0,A,0.35,1000,0.0,10,A,,
fork_rate,0.0,0.0,A,0.35,1000,0.0,10,A,,
orphan_blocks,359.1,25.55799505264666,A,0.35,1000,0.0,10,A,,
delay_usage_freq,0.0,0.0,A,0.35,1000,0.0,10,A,,
delay_cost,0.0,0.0,A,0.35,1000,0.0,10,A,,
mean_reward,0.0,0.0,A,0.35,1000,0.0,10,A,,
epsilon,0.0,0.0,A,0.35,1000,0.0,10,A,,
REV,0.3555,0.021531630479624888,B,0.35,1000,0.0,10,B,,
attacker_blocks,213.3,12.918978287774928,B,0.35,1000,0.0,10,B,,
total_blocks,600.0,0.0,B,0.35,1000,0.0,10,B,,
fork_rate,0.0,0.0,B,0.35,1000,0.0,10,B,,
orphan_blocks,385.7,12.918978287774928,B,0.35,1000,0.0,10,B,,
delay_usage_freq,0.0,0.0,B,0.35,1000,0.0,10,B,,
delay_cost,166441.6609587117,18710.08908303774,B,0.35,1000,0.0,10,B,,
mean_reward,0.0,0.0,B,0.35,1000,0.0,10,B,,
epsilon,0.0,0.0,B,0.35,1000,0.0,10,B,,
REV,0.17516666666666666,0.030332010553168594,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
attacker_blocks,105.1,18.199206331901152,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
total_blocks,600.0,0.0,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
fork_rate,0.0,0.0,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
orphan_blocks,493.9,18.199206331901152,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
delay_usage_freq,0.5734999999999999,0.24330599795725402,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
delay_cost,332950.8558886529,129758.60259703903,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
mean_reward,-0.21740226491201828,0.030317118732427942,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
epsilon,0.05,0.0,C,0.35,1000,0.0,10,C,-0.157902224303392,"[-0.18749268687263224, -0.18563966250123592, -0.16684953518582865, -0.15126082005091496, -0.13427797325584667, -0.1423891550894218, -0.15093084434862314, -0.14437711712263274]"
REV,0.1615,0.022242351993937648,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
attacker_blocks,96.9,13.34541119636259,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
total_blocks,600.0,0.0,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
fork_rate,0.0,0.0,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
orphan_blocks,502.1,13.34541119636259,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
delay_usage_freq,0.19083333333333333,0.14599646960047516,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
delay_cost,381976.4794577017,189623.61948085637,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
mean_reward,-0.5659290574140905,0.06026075977059157,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
epsilon,0.05,0.0,no_targeting,0.35,1000,0.0,10,no_targeting,-0.8102576625141893,"[-0.9915617807467386, -0.8828142629837511, -0.8604009384420682, -0.8406317077075969, -0.7797088985216059, -0.738644796123297, -0.7035155127984957, -0.6847834027899617]"
REV,0.2805,0.009591984822731232,no_rl,0.35,1000,0.0,10,no_rl,,
attacker_blocks,168.3,5.755190893638735,no_rl,0.35,1000,0.0,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.35,1000,0.0,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.35,1000,0.0,10,no_rl,,
orphan_blocks,430.7,5.755190893638735,no_rl,0.35,1000,0.0,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.35,1000,0.0,10,no_rl,,
delay_cost,158950.8422421186,22583.22536226411,no_rl,0.35,1000,0.0,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.35,1000,0.0,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.35,1000,0.0,10,no_rl,,
REV,0.3338333333333333,0.016368631548343685,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
attacker_blocks,200.3,9.82117892900621,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
total_blocks,600.0,0.0,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
fork_rate,0.0,0.0,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
orphan_blocks,398.7,9.82117892900621,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
delay_usage_freq,0.36133333333333334,0.018186278914080825,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
delay_cost,568164.4960336431,119909.1852704924,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
mean_reward,0.33502628188804656,0.0019227202946681858,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
epsilon,0.05,0.0,no_cost,0.35,1000,0.0,10,no_cost,0.3394947916666667,"[0.33, 0.35083333333333333, 0.34055555555555556, 0.33708333333333335, 0.342, 0.3386111111111111, 0.34, 0.336875]"
REV,0.3513333333333334,0.01708367208336229,A,0.35,1000,0.5,10,A,,
attacker_blocks,210.8,10.250203250017371,A,0.35,1000,0.5,10,A,,
total_blocks,600.0,0.0,A,0.35,1000,0.5,10,A,,
fork_rate,0.0,0.0,A,0.35,1000,0.5,10,A,,
orphan_blocks,351.7,17.950858846677317,A,0.35,1000,0.5,10,A,,
delay_usage_freq,0.0,0.0,A,0.35,1000,0.5,10,A,,
delay_cost,0.0,0.0,A,0.35,1000,0.5,10,A,,
mean_reward,0.0,0.0,A,0.35,1000,0.5,10,A,,
epsilon,0.0,0.0,A,0.35,1000,0.5,10,A,,
REV,0.362,0.019638712084698407,B,0.35,1000,0.5,10,B,,
attacker_blocks,217.2,11.783227250819042,B,0.35,1000,0.5,10,B,,
total_blocks,600.0,0.0,B,0.35,1000,0.5,10,B,,
fork_rate,0.0,0.0,B,0.35,1000,0.5,10,B,,
orphan_blocks,381.8,11.783227250819042,B,0.35,1000,0.5,10,B,,
delay_usage_freq,0.0,0.0,B,0.35,1000,0.5,10,B,,
delay_cost,156352.3936125958,31237.19358969151,B,0.35,1000,0.5,10,B,,
mean_reward,0.0,0.0,B,0.35,1000,0.5,10,B,,
epsilon,0.0,0.0,B,0.35,1000,0.5,10,B,,
REV,0.1645,0.015134173577587352,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
attacker_blocks,98.7,9.080504146552412,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
total_blocks,600.0,0.0,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
fork_rate,0.0,0.0,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
orphan_blocks,500.3,9.080504146552412,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
delay_usage_freq,0.171,0.1313467750218557,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
delay_cost,326317.15258073015,136024.08076825313,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
mean_reward,-0.5643147006180232,0.0827186690157607,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
epsilon,0.05,0.0,C,0.35,1000,0.5,10,C,-0.8352398094829163,"[-1.0600176176679175, -0.891706427669477, -0.8694896039594248, -0.8337431371129592, -0.8088882593140536, -0.7713758850117625, -0.7393208566402318, -0.7073766884875045]"
REV,0.16833333333333333,0.010304020550550783,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
attacker_blocks,101.0,6.182412330330469,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
total_blocks,600.0,0.0,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
fork_rate,0.0,0.0,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
orphan_blocks,498.0,6.182412330330469,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
delay_usage_freq,0.0625,0.04234084214538306,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
delay_cost,236274.29222658175,52099.98770732435,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
mean_reward,-0.6217924985128881,0.1357174676367417,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
epsilon,0.05,0.0,no_targeting,0.35,1000,0.5,10,no_targeting,-1.1028100700361878,"[-1.1843628844606096, -1.214196453435634, -1.182059964607554, -1.1697360797519576, -1.0982195341494123, -1.044247539969983, -0.9875698180388573, -0.9420882858754936]"
REV,0.2818333333333333,0.0223668902124944,no_rl,0.35,1000,0.5,10,no_rl,,
attacker_blocks,169.1,13.42013412749664,no_rl,0.35,1000,0.5,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.35,1000,0.5,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.35,1000,0.5,10,no_rl,,
orphan_blocks,429.9,13.42013412749664,no_rl,0.35,1000,0.5,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.35,1000,0.5,10,no_rl,,
delay_cost,168092.0664386291,23633.054200150622,no_rl,0.35,1000,0.5,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.35,1000,0.5,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.35,1000,0.5,10,no_rl,,
REV,0.3468333333333334,0.02173706511928416,no_cost,0.35,1000,0.5,10,no_cost,0.3603102678571429,"[0.36333333333333334, 0.35833333333333334, 0.365, 0.36833333333333335, 0.36566666666666664, 0.3591666666666667, 0.35285714285714287, 0.34979166666666667]"
attacker_blocks,208.1,13.042239071570496,no_cost,0.35,1000,0.5,10,no_cost,0.3603102678571429,"[0.36333333333333334, 0.35833333333333334, 0.365, 0.36833333333333335, 0.36566666666666664, 0.3591666666666667, 0.35285714285714287, 0.34979166666666667]"
total_blocks,600.0,0.0,no_cost,0.35,1000,0.5,10,no_cost,0.3603102678571429,"[0.36333333333333334, 0.35833333333333334, 0.365, 0.36833333333333335, 0.36566666666666664, 0.3591666666666667, 0.35285714285714287, 0.34979166666666667]"
fork_rate,0.0,0.0,no_cost,0.35,1000,0.5,10,no_cost,0.3603102678571429,"[0.36333333333333334, 0.35833333333333334, 0.365, 0.36833333333333335, 0.36566666666666664, 0.3591666666666667, 0.35285714285714287, 0.34979166666666667]"
orphan_blocks,390.9,13.042239071570494,no_cost,0.35,1000,0.5,10,no_cost,0.3603102678571429,"[0.36333333333333334, 0.35833333333333334, 0.365, 0.36833333333333335, 0.36566666666666664, 0.3591666666666667, 0.35285714285714287, 0.34979166666666667]"
