metric,mean,std,mode,alpha,delay_intensity,target_fraction,runs,run_mode,training_mean_reward,training_reward_history
attacker_blocks,63.4,17.908408949739535,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
total_blocks,600.0,0.0,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
fork_rate,0.0,0.0,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
orphan_blocks,535.6,17.908408949739535,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
delay_usage_freq,0.16366666666666668,0.14088301775358883,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
delay_cost,306924.5626952089,124940.1634952608,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
mean_reward,-0.5304455450856124,0.0485878999478109,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
epsilon,0.05,0.0,C,0.15,500,0.5,10,C,-0.6665868856251295,"[-0.7513712575979336, -0.7476723949461096, -0.7356303998276789, -0.6780136255469627, -0.6460689851181214, -0.6183801676168194, -0.584862154485825, -0.5706960998615852]"
REV,0.07766666666666668,0.030104755376788837,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
attacker_blocks,46.6,18.0628532260733,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
total_blocks,600.0,0.0,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
fork_rate,0.0,0.0,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
orphan_blocks,550.8,16.470849671127745,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
delay_usage_freq,0.1575,0.0657400886769957,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
delay_cost,359313.7707670966,94174.22055893818,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
mean_reward,-0.6642372234641412,0.04044406402413969,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
epsilon,0.05,0.0,no_targeting,0.15,500,0.5,10,no_targeting,-0.9360371969580662,"[-1.1269658780875544, -1.0662298632289395, -1.0103520019155807, -0.98867148954165, -0.9062474679220693, -0.8372332472148226, -0.7944268639297869, -0.7581707638241262]"
REV,0.14,0.011466537466972378,no_rl,0.15,500,0.5,10,no_rl,,
attacker_blocks,84.0,6.879922480183431,no_rl,0.15,500,0.5,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.15,500,0.5,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.15,500,0.5,10,no_rl,,
orphan_blocks,515.0,6.879922480183431,no_rl,0.15,500,0.5,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.15,500,0.5,10,no_rl,,
delay_cost,212943.68566060718,15207.365658253339,no_rl,0.15,500,0.5,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.15,500,0.5,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.15,500,0.5,10,no_rl,,
REV,0.14433333333333334,0.008396060216583363,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
attacker_blocks,86.6,5.037636129950016,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
total_blocks,600.0,0.0,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
fork_rate,0.0,0.0,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
orphan_blocks,512.4,5.037636129950016,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
delay_usage_freq,0.17683333333333334,0.006547546897149372,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
delay_cost,282605.951245688,44103.778283394815,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
mean_reward,0.1275882070815894,0.0043035667570782785,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
epsilon,0.05,0.0,no_cost,0.15,500,0.5,10,no_cost,0.0844751984126984,"[0.03, 0.041666666666666664, 0.07277777777777777, 0.08916666666666667, 0.09933333333333333, 0.11083333333333334, 0.11452380952380953, 0.1175]"
REV,0.129,0.05208729614553904,A,0.15,1000,0.0,10,A,,
attacker_blocks,77.4,31.252377687323428,A,0.15,1000,0.0,10,A,,
total_blocks,600.0,0.0,A,0.15,1000,0.0,10,A,,
fork_rate,0.0,0.0,A,0.15,1000,0.0,10,A,,
orphan_blocks,454.9,22.397668529459835,A,0.15,1000,0.0,10,A,,
delay_usage_freq,0.0,0.0,A,0.15,1000,0.0,10,A,,
delay_cost,0.0,0.0,A,0.15,1000,0.0,10,A,,
mean_reward,0.0,0.0,A,0.15,1000,0.0,10,A,,
epsilon,0.0,0.0,A,0.15,1000,0.0,10,A,,
REV,0.14766666666666667,0.013770607453181925,B,0.15,1000,0.0,10,B,,
attacker_blocks,88.6,8.262364471909157,B,0.15,1000,0.0,10,B,,
total_blocks,600.0,0.0,B,0.15,1000,0.0,10,B,,
fork_rate,0.0,0.0,B,0.15,1000,0.0,10,B,,
orphan_blocks,510.4,8.262364471909155,B,0.15,1000,0.0,10,B,,
delay_usage_freq,0.0,0.0,B,0.15,1000,0.0,10,B,,
delay_cost,231474.49501054766,31970.265424983638,B,0.15,1000,0.0,10,B,,
mean_reward,0.0,0.0,B,0.15,1000,0.0,10,B,,
epsilon,0.0,0.0,B,0.15,1000,0.0,10,B,,
REV,0.0875,0.023270417823473052,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
attacker_blocks,52.5,13.962250694083833,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
total_blocks,600.0,0.0,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
fork_rate,0.0,0.0,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
orphan_blocks,546.5,13.962250694083833,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
delay_usage_freq,0.8068333333333333,0.06662707157504873,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
delay_cost,300137.6408613719,54469.78492754941,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
mean_reward,-0.47282115145629183,0.0195441800963355,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
epsilon,0.05,0.0,C,0.15,1000,0.0,10,C,-0.5750815266645795,"[-0.6242432540754242, -0.6029544805303634, -0.6043162335797171, -0.589619657178398, -0.5755676403668428, -0.5534081380733471, -0.5285919562959954, -0.5219508532165478]"
REV,0.067,0.014311352654966436,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
attacker_blocks,40.2,8.586811592979862,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
total_blocks,600.0,0.0,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
fork_rate,0.0,0.0,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
orphan_blocks,557.0,5.617433182117573,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
delay_usage_freq,0.16083333333333333,0.03939550955171802,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
delay_cost,479490.33223896346,112596.16611743165,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
mean_reward,-0.8292974018363621,0.030358374145843893,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
epsilon,0.05,0.0,no_targeting,0.15,1000,0.0,10,no_targeting,-1.1673343649378292,"[-1.567557445001801, -1.4075105698948134, -1.2946024009185426, -1.1163741592667682, -1.0699147531911388, -1.0017239218743659, -0.9412407099235595, -0.9397509594316428]"
REV,0.12883333333333333,0.01708818810873482,no_rl,0.15,1000,0.0,10,no_rl,,
attacker_blocks,77.3,10.252912865240893,no_rl,0.15,1000,0.0,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.15,1000,0.0,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.15,1000,0.0,10,no_rl,,
orphan_blocks,521.3,9.510812560215639,no_rl,0.15,1000,0.0,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.15,1000,0.0,10,no_rl,,
delay_cost,220764.4886094564,36755.57469834335,no_rl,0.15,1000,0.0,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.15,1000,0.0,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.15,1000,0.0,10,no_rl,,
REV,0.13966666666666666,0.019950556166634173,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
attacker_blocks,83.8,11.970333699980502,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
total_blocks,600.0,0.0,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
fork_rate,0.0,0.0,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
orphan_blocks,514.5,10.803805913761234,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
delay_usage_freq,0.033166666666666664,0.006057848699348436,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
delay_cost,249976.9752709664,34980.36298731784,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
mean_reward,0.13877176762507643,0.0015164824258632006,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
epsilon,0.05,0.0,no_cost,0.15,1000,0.0,10,no_cost,0.14397296626984127,"[0.14, 0.15, 0.14555555555555555, 0.15, 0.151, 0.14305555555555555, 0.13404761904761905, 0.138125]"
REV,0.09216666666666667,0.04476309381512,A,0.15,1000,0.5,10,A,,
attacker_blocks,55.3,26.857856289072,A,0.15,1000,0.5,10,A,,
total_blocks,600.0,0.0,A,0.15,1000,0.5,10,A,,
fork_rate,0.0,0.0,A,0.15,1000,0.5,10,A,,
orphan_blocks,459.2,25.917818838269035,A,0.15,1000,0.5,10,A,,
delay_usage_freq,0.0,0.0,A,0.15,1000,0.5,10,A,,
delay_cost,0.0,0.0,A,0.15,1000,0.5,10,A,,
mean_reward,0.0,0.0,A,0.15,1000,0.5,10,A,,
epsilon,0.0,0.0,A,0.15,1000,0.5,10,A,,
REV,0.15433333333333335,0.01237779772589655,B,0.15,1000,0.5,10,B,,
attacker_blocks,92.6,7.4266786355379315,B,0.15,1000,0.5,10,B,,
total_blocks,600.0,0.0,B,0.15,1000,0.5,10,B,,
fork_rate,0.0,0.0,B,0.15,1000,0.5,10,B,,
orphan_blocks,506.4,7.426678635537931,B,0.15,1000,0.5,10,B,,
delay_usage_freq,0.0,0.0,B,0.15,1000,0.5,10,B,,
delay_cost,223790.98640223063,33110.81671589047,B,0.15,1000,0.5,10,B,,
mean_reward,0.0,0.0,B,0.15,1000,0.5,10,B,,
epsilon,0.0,0.0,B,0.15,1000,0.5,10,B,,
REV,0.06766666666666667,0.028078373559171747,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
attacker_blocks,40.6,16.847024135503048,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
total_blocks,600.0,0.0,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
fork_rate,0.0,0.0,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
orphan_blocks,554.8,9.413937657655387,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
delay_usage_freq,0.21183333333333332,0.0767047007106547,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
delay_cost,479848.345652789,162808.28676814667,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
mean_reward,-0.707305467259385,0.027050221850641716,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
epsilon,0.05,0.0,C,0.15,1000,0.5,10,C,-0.8284267290480806,"[-1.0457178406241594, -0.9591910276911979, -0.8777142328462907, -0.8131029518933427, -0.803938549068419, -0.736436054527933, -0.7049036469335676, -0.6864095287997344]"
REV,0.07166666666666666,0.011412576991207853,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
attacker_blocks,43.0,6.847546194724712,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
total_blocks,600.0,0.0,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
fork_rate,0.0,0.0,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
orphan_blocks,554.3,4.372896319628699,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
delay_usage_freq,0.13416666666666668,0.09230668822657448,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
delay_cost,438517.9673634445,157228.95351670598,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
mean_reward,-0.8515894513223298,0.06640302420327315,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
epsilon,0.05,0.0,no_targeting,0.15,1000,0.5,10,no_targeting,-1.216496371794204,"[-1.6958956756110894, -1.456506438113897, -1.372431385869864, -1.211411979867795, -1.0992489232092064, -1.016794688747972, -0.9569404658797495, -0.9227414170540578]"
REV,0.14166666666666666,0.008314794192830984,no_rl,0.15,1000,0.5,10,no_rl,,
attacker_blocks,85.0,4.988876515698588,no_rl,0.15,1000,0.5,10,no_rl,,
total_blocks,600.0,0.0,no_rl,0.15,1000,0.5,10,no_rl,,
fork_rate,0.0,0.0,no_rl,0.15,1000,0.5,10,no_rl,,
orphan_blocks,514.0,4.988876515698588,no_rl,0.15,1000,0.5,10,no_rl,,
delay_usage_freq,0.0,0.0,no_rl,0.15,1000,0.5,10,no_rl,,
delay_cost,218909.1143640466,25176.11837126325,no_rl,0.15,1000,0.5,10,no_rl,,
mean_reward,0.0,0.0,no_rl,0.15,1000,0.5,10,no_rl,,
epsilon,0.0,0.0,no_rl,0.15,1000,0.5,10,no_rl,,
REV,0.14450000000000002,0.014615440845595835,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
attacker_blocks,86.7,8.769264507357502,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
total_blocks,600.0,0.0,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
fork_rate,0.0,0.0,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
orphan_blocks,512.3,8.769264507357502,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
delay_usage_freq,0.17833333333333332,0.01569382987980615,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
delay_cost,482405.4566887645,70414.44765949865,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
mean_reward,0.13109983445204035,0.003240621919626504,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
epsilon,0.05,0.0,no_cost,0.15,1000,0.5,10,no_cost,0.07431845238095239,"[0.0, 0.013333333333333334, 0.06277777777777778, 0.08666666666666667, 0.09633333333333334, 0.10305555555555555, 0.11238095238095239, 0.12]"
REV,0.11916666666666667,0.046964985644022184,A,0.15,2000,0.0,10,A,,
attacker_blocks,71.5,28.178991386413312,A,0.15,2000,0.0,10,A,,
total_blocks,600.0,0.0,A,0.15,2000,0.0,10,A,,
fork_rate,0.0,0.0,A,0.15,2000,0.0,10,A,,
orphan_blocks,451.6,18.939670301013983,A,0.15,2000,0.0,10,A,,
delay_usage_freq,0.0,0.0,A,0.15,2000,0.0,10,A,,
delay_cost,0.0,0.0,A,0.15,2000,0.0,10,A,,
mean_reward,0.0,0.0,A,0.15,2000,0.0,10,A,,
epsilon,0.0,0.0,A,0.15,2000,0.0,10,A,,
REV,0.14733333333333334,0.016124515496597096,B,0.15,2000,0.0,10,B,,
attacker_blocks,88.4,9.674709297958259,B,0.15,2000,0.0,10,B,,
total_blocks,600.0,0.0,B,0.15,2000,0.0,10,B,,
fork_rate,0.0,0.0,B,0.15,2000,0.0,10,B,,
orphan_blocks,510.6,9.674709297958259,B,0.15,2000,0.0,10,B,,
delay_usage_freq,0.0,0.0,B,0.15,2000,0.0,10,B,,
delay_cost,246930.07042908002,30777.919427721827,B,0.15,2000,0.0,10,B,,
mean_reward,0.0,0.0,B,0.15,2000,0.0,10,B,,
epsilon,0.0,0.0,B,0.15,2000,0.0,10,B,,
REV,0.05683333333333333,0.008658471909203675,C,0.15,2000,0.0,10,C,-1.3720658411400417,"[-1.6040274641185572, -1.5895024138195535, -1.4589914935369117, -1.387263434377232, -1.3270710534631964, -1.2329192399642421, -1.2075513217081135, -1.1692003081325277]"
attacker_blocks,34.1,5.195083145522205,C,0.15,2000,0.0,10,C,-1.3720658411400417,"[-1.6040274641185572, -1.5895024138195535, -1.4589914935369117, -1.387263434377232, -1.3270710534631964, -1.2329192399642421, -1.2075513217081135, -1.1692003081325277]"
total_blocks,600.0,0.0,C,0.15,2000,0.0,10,C,-1.3720658411400417,"[-1.6040274641185572, -1.5895024138195535, -1.4589914935369117, -1.387263434377232, -1.3270710534631964, -1.2329192399642421, -1.2075513217081135, -1.1692003081325277]"
fork_rate,0.0,0.0,C,0.15,2000,0.0,10,C,-1.3720658411400417,"[-1.6040274641185572, -1.5895024138195535, -1.4589914935369117, -1.387263434377232, -1.3270710534631964, -1.2329192399642421, -1.2075513217081135, -1.1692003081325277]"
orphan_blocks,563.2,4.756282395129858,C,0.15,2000,0.0,10,C,-1.3720658411400417,"[-1.6040274641185572, -1.5895024138195535, -1.4589914935369117, -1.387263434377232, -1.3270710534631964, -1.2329192399642421, -1.2075513217081135, -1.1692003081325277]"
